PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,Last Pay Date,Total Paid,Balance,
LS06649996,12/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/02/2019,0,0,
LS06649996,12/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/02/2019,0,0,
LS06850021,12/02/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/02/2019,25,0,
LS06850032,12/02/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/02/2019,0,0,
LS08538533,12/02/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,25,0,
LS08538588,12/02/2019,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/02/2019,25,0,
LS08538599,12/02/2019,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/02/2019,25,50,
LS08538602,12/02/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/02/2019,25,0,
LS11763243,12/02/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/02/2019,50,0,
LS11763254,12/02/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/02/2019,25,0,
LS11763265,12/02/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/02/2019,25,0,
LS11763265,12/02/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/02/2019,25,0,
LS06248612,13/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2019,0,0,
LS06248612,13/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/02/2019,0,0,
LS06248634,13/02/2019,WOODHOUSE LANE  CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,18/03/2019,50,0,
LS06248656,13/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/02/2019,25,0,
LS06248689,13/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2019,0,0,
LS06248689,13/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/02/2019,0,0,
LS0624869A,13/02/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,13/02/2019,50,0,
LS06374581,13/02/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/02/2019,0,0,
LS06374592,13/02/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2019,25,0,
LS06374661,13/02/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2019,25,0,
LS06374661,13/02/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,27/02/2019,25,0,
LS06374694,13/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/02/2019,0,0,
LS06374708,13/02/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,13/02/2019,50,0,
LS06374719,13/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2019,25,0,
LS06374719,13/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/02/2019,25,0,
LS0637472A,13/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2019,0,0,
LS06374730,13/02/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2019,50,0,
LS07234952,13/02/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,13/02/2019,25,0,
LS07234952,13/02/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,27/02/2019,25,0,
LS07234963,13/02/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,22/02/2019,25,0,
LS07234963,13/02/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,25/02/2019,25,0,
LS07552404,13/02/2019,QUARRY HILL B CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,13/02/2019,50,0,
LS07552404,13/02/2019,QUARRY HILL B CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,04/03/2019,50,0,
LS08324187,13/02/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2019,25,0,
LS08324198,13/02/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2019,25,0,
LS08324198,13/02/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/02/2019,25,0,
LS08324278,13/02/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,25,0,
LS08324303,13/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/02/2019,0,0,
LS08324314,13/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/02/2019,0,75,
LS0845199A,13/02/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/02/2019,25,0,
LS08452008,13/02/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2019,83,0,
LS09933238,13/02/2019,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,22/02/2019,35,0,
LS14234293,13/02/2019,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,13/02/2019,25,0,
LS15325022,13/02/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2019,0,50,
LS15325022,13/02/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/02/2019,0,50,
LS06248598,13/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2019,0,0,
LS06248598,13/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/02/2019,0,0,
LS06248601,13/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2019,83,0,
LS06248623,13/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2019,0,0,
LS06248623,13/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/03/2019,0,0,
LS06248634,13/02/2019,WOODHOUSE LANE  CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,13/02/2019,50,0,
LS06248645,13/02/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,13/02/2019,25,50,
LS06248656,13/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2019,25,0,
LS06248656,13/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/02/2019,25,0,
LS06248667,13/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2019,25,50,
LS06248678,13/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2019,25,0,
LS06248678,13/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/02/2019,25,0,
LS06248678,13/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/02/2019,25,0,
LS06374570,13/02/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,13/02/2019,25,0,
LS06374570,13/02/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,20/02/2019,25,0,
LS06374581,13/02/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2019,0,0,
LS06374592,13/02/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/02/2019,25,0,
LS06374592,13/02/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/02/2019,25,0,
LS06374650,13/02/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2019,25,0,
LS06374694,13/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2019,0,0,
LS06374708,13/02/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,13/03/2019,50,0,
LS06374719,13/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/02/2019,25,0,
LS0637472A,13/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/03/2019,0,0,
LS06374730,13/02/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/03/2019,50,0,
LS07234963,13/02/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,13/02/2019,25,0,
LS08324187,13/02/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/02/2019,25,0,
LS08324198,13/02/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/02/2019,25,0,
LS08324278,13/02/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2019,25,0,
LS08324303,13/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,19/02/2019,0,0,
LS08324325,13/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/02/2019,25,0,
LS08324325,13/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,20/02/2019,25,0,
LS0845199A,13/02/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2019,25,0,
LS08452085,13/02/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2019,0,0,
LS08452085,13/02/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/02/2019,0,0,
LS09933238,13/02/2019,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,13/02/2019,35,0,
LS09933238,13/02/2019,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,21/02/2019,35,0,
LS11537663,13/02/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,13/02/2019,0,0,
LS11537663,13/02/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,16/02/2019,0,0,
LS11537674,13/02/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,13/02/2019,0,0,
LS11537674,13/02/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,29/03/2019,0,0,
LS14234293,13/02/2019,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,15/02/2019,25,0,
LS14234293,13/02/2019,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,18/02/2019,25,0,
LS14234318,13/02/2019,MORLEY LEISURE CENTRE CP - MORLEY,86 BEYOND THE BAY MARKINGS                        ,50,13/02/2019,25,0,
LS14234318,13/02/2019,MORLEY LEISURE CENTRE CP - MORLEY,86 BEYOND THE BAY MARKINGS                        ,50,27/02/2019,25,0,
LS15325022,13/02/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/02/2019,0,50,
LS15325033,13/02/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2019,50,0,
LS06248703,14/02/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,25,0,
LS06248703,14/02/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/03/2019,25,0,
LS06248714,14/02/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,25,0,
LS06248725,14/02/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,25,0,
LS06248725,14/02/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/02/2019,25,0,
LS06248747,14/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,0,50,
LS06248758,14/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,0,0,
LS06248769,14/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,25,0,
LS06248769,14/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/02/2019,25,0,
LS06248780,14/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/02/2019,25,0,
LS06248805,14/02/2019,WEST STREET CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,19/02/2019,25,0,
LS06248816,14/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/02/2019,25,0,
LS06248827,14/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,0,0,
LS06248838,14/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,25,0,
LS06248849,14/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,25,0,
LS06248871,14/02/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,0,0,
LS08324369,14/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,0,0,
LS08324369,14/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/02/2019,0,0,
LS0832437A,14/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/02/2019,0,0,
LS08324380,14/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,50,0,
LS08324380,14/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/03/2019,50,0,
LS08324391,14/02/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,14/02/2019,50,0,
LS08324391,14/02/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,05/03/2019,50,0,
LS08452198,14/02/2019,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,20/03/2019,50,0,
LS08452201,14/02/2019,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,14/02/2019,25,50,
LS08452234,14/02/2019,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,14/02/2019,25,0,
LS11537765,14/02/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/02/2019,25,0,
LS11537765,14/02/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/02/2019,25,0,
LS11537776,14/02/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,25,0,
LS11537776,14/02/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/02/2019,25,0,
LS11537812,14/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/02/2019,0,0,
LS11537834,14/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,15/02/2019,25,0,
LS11537845,14/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,26/02/2019,0,0,
LS11537856,14/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/03/2019,0,0,
LS11537867,14/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,15/02/2019,25,0,
LS11537878,14/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/02/2019,25,0,
LS11537889,14/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/03/2019,25,0,
LS11537903,14/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/02/2019,25,0,
LS11537903,14/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,27/02/2019,25,0,
LS11537914,14/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/02/2019,25,0,
LS12145126,14/02/2019,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/02/2019,25,0,
LS12145126,14/02/2019,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/02/2019,25,0,
LS12145137,14/02/2019,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,25,0,
LS12145137,14/02/2019,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/02/2019,25,0,
LS12235648,14/02/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,14/02/2019,25,0,
LS12235648,14/02/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,19/02/2019,25,0,
LS12235659,14/02/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,18/02/2019,25,0,
LS1223566A,14/02/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,22/02/2019,25,0,
LS14234646,14/02/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,0,0,
LS14234646,14/02/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/02/2019,0,0,
LS14234657,14/02/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,14/02/2019,25,0,
LS14234657,14/02/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,27/02/2019,25,0,
LS14444252,14/02/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,25/03/2019,25,0,
LS15705329,14/02/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,20/02/2019,25,0,
LS15705329,14/02/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/02/2019,25,0,
LS1570533A,14/02/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,14/02/2019,25,0,
LS06248703,14/02/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/03/2019,25,0,
LS06248714,14/02/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/02/2019,25,0,
LS06248736,14/02/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,0,0,
LS06248736,14/02/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/02/2019,0,0,
LS06248758,14/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/02/2019,0,0,
LS06248769,14/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/02/2019,25,0,
LS0624877A,14/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,25,0,
LS0624877A,14/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/02/2019,25,0,
LS06248780,14/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,25,0,
LS06248791,14/02/2019,WEST STREET CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,14/02/2019,25,0,
LS06248791,14/02/2019,WEST STREET CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,24/03/2019,25,0,
LS06248805,14/02/2019,WEST STREET CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,14/02/2019,25,0,
LS06248816,14/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,25,0,
LS06248827,14/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/03/2019,0,0,
LS06248838,14/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/02/2019,25,0,
LS06248838,14/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/02/2019,25,0,
LS06248849,14/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/02/2019,25,0,
LS0624885A,14/02/2019,WEST STREET CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,14/02/2019,75,0,
LS06248860,14/02/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,25,0,
LS06248860,14/02/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2019,25,0,
LS06248871,14/02/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/02/2019,0,0,
LS0832437A,14/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,0,0,
LS08452198,14/02/2019,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,14/02/2019,50,0,
LS08452212,14/02/2019,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,14/02/2019,25,0,
LS08452223,14/02/2019,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,14/02/2019,50,0,
LS08452223,14/02/2019,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,20/03/2019,50,0,
LS08452234,14/02/2019,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,18/02/2019,25,0,
LS11537765,14/02/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,25,0,
LS11537812,14/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/02/2019,0,0,
LS11537823,14/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/02/2019,50,0,
LS11537823,14/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/03/2019,50,0,
LS11537834,14/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/02/2019,25,0,
LS11537845,14/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/02/2019,0,0,
LS11537845,14/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/02/2019,0,0,
LS11537845,14/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,28/02/2019,0,0,
LS11537856,14/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/02/2019,0,0,
LS11537867,14/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/02/2019,25,0,
LS11537878,14/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/02/2019,25,0,
LS11537889,14/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/02/2019,25,0,
LS11537889,14/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/03/2019,25,0,
LS1153789A,14/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/02/2019,50,0,
LS1153789A,14/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/03/2019,50,0,
LS11537903,14/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,26/02/2019,25,0,
LS11537914,14/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,23/02/2019,25,0,
LS12145126,14/02/2019,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,25,0,
LS12145137,14/02/2019,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/02/2019,25,0,
LS12235648,14/02/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,18/02/2019,25,0,
LS12235659,14/02/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,14/02/2019,25,0,
LS12235659,14/02/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,15/02/2019,25,0,
LS1223566A,14/02/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,14/02/2019,25,0,
LS14234657,14/02/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,28/02/2019,25,0,
LS14444252,14/02/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,14/02/2019,25,0,
LS14444252,14/02/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/03/2019,25,0,
LS15705329,14/02/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,14/02/2019,25,0,
LS1570533A,14/02/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/02/2019,25,0,
LS15705340,14/02/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,14/02/2019,25,0,
LS15705340,14/02/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,20/02/2019,25,0,
LS06850087,15/02/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,15/02/2019,100,0,
